"","SurveyID","m1_alpha","m1_biomass","B20","m2_fish_alpha","m2_invert_alpha","FG_richness","biomass","CTI","urchin_abundance"
"37013","M13020500865022",NA,NA,NA,NA,10,10,NA,NA,15
"37014","M13020500865023",NA,NA,NA,NA,10,10,NA,NA,2
"37015","M13020500865024",NA,NA,NA,NA,8,8,NA,NA,4
"37016","M13020500866023",NA,NA,NA,NA,7,7,NA,NA,3
"37017","M13020500866024",NA,NA,NA,NA,8,9,NA,NA,2
"37018","M13020500867021",NA,NA,NA,NA,7,7,NA,NA,3
"37019","M13020500867022",NA,NA,NA,NA,6,5,NA,NA,5
"37020","M13020500867024",NA,NA,NA,NA,7,6,NA,NA,11
"37021","M13020500868021",NA,NA,NA,NA,8,8,NA,NA,NA
"37022","M13020500868023",NA,NA,NA,NA,7,7,NA,NA,NA
"37023","M13020500868024",NA,NA,NA,NA,10,9,NA,NA,14
"37024","M13020500869022",NA,NA,NA,NA,6,6,NA,NA,NA
"37025","M13020501800021",NA,NA,NA,NA,10,9,NA,NA,7
"37026","M13020501800022",NA,NA,NA,NA,9,8,NA,NA,3
"37027","M13020501800023",NA,NA,NA,NA,9,9,NA,NA,2
"37028","M13020501800024",NA,NA,NA,NA,4,4,NA,NA,NA
"37029","M13020501855022",NA,NA,NA,NA,5,5,NA,NA,NA
"37030","M13020501855023",NA,NA,NA,NA,6,6,NA,NA,2
"37031","M13020501855024",NA,NA,NA,NA,6,6,NA,NA,NA
"37032","M13020502380021",NA,NA,NA,NA,4,4,NA,NA,1
"37033","M13020502380022",NA,NA,NA,NA,3,3,NA,NA,NA
"37034","M13020502380023",NA,NA,NA,NA,5,5,NA,NA,NA
"37035","M13020502380024",NA,NA,NA,NA,5,5,NA,NA,1
"37036","M13020502489021",NA,NA,NA,NA,4,4,NA,NA,1
"37037","M13020502489022",NA,NA,NA,NA,5,4,NA,NA,3
"37038","M13020502621021",NA,NA,NA,NA,4,4,NA,NA,1
"37039","M13020502621022",NA,NA,NA,NA,3,3,NA,NA,NA
"37040","M13020502621023",NA,NA,NA,NA,4,4,NA,NA,1
"37041","M13020502621024",NA,NA,NA,NA,5,5,NA,NA,9
"37042","M13020502788021",NA,NA,NA,NA,3,3,NA,NA,1
"37043","M13020502788022",NA,NA,NA,NA,2,2,NA,NA,NA
"37044","M13020502788023",NA,NA,NA,NA,2,2,NA,NA,NA
"37045","M13020502788024",NA,NA,NA,NA,2,3,NA,NA,4
"37046","M13020502875021",NA,NA,NA,NA,1,1,NA,NA,NA
"37047","M13020502875022",NA,NA,NA,NA,5,5,NA,NA,NA
"37048","M13020502875024",NA,NA,NA,NA,2,2,NA,NA,1
"37049","M13030500471021",NA,NA,NA,NA,5,4,NA,NA,2
"37050","M13030500471022",NA,NA,NA,NA,6,6,NA,NA,4
"37051","M13030500472021",NA,NA,NA,NA,8,8,NA,NA,13
"37052","M13030500472024",NA,NA,NA,NA,6,6,NA,NA,6
"37053","M13030500473021",NA,NA,NA,NA,4,4,NA,NA,5
"37054","M13030500473022",NA,NA,NA,NA,3,3,NA,NA,1
"37055","M13031000474022",NA,NA,NA,NA,8,8,NA,NA,456
"37056","M13031000870022",NA,NA,NA,NA,11,11,NA,NA,17
"37057","M13031000870024",NA,NA,NA,NA,10,10,NA,NA,14
"37058","M13031000871021",NA,NA,NA,NA,5,5,NA,NA,26
"37059","M13031000871022",NA,NA,NA,NA,10,9,NA,NA,6
"37060","M13031000872021",NA,NA,NA,NA,9,9,NA,NA,6
"37061","M13031000873021",NA,NA,NA,NA,11,10,NA,NA,3
"37062","M13031000873022",NA,NA,NA,NA,9,9,NA,NA,4
"37063","M13031000873024",NA,NA,NA,NA,11,10,NA,NA,65
"37064","M13031001801021",NA,NA,NA,NA,9,8,NA,NA,36
"37065","M13031001801022",NA,NA,NA,NA,7,6,NA,NA,15
"37066","M13031001801023",NA,NA,NA,NA,6,6,NA,NA,3
"37067","M13031001856024",NA,NA,NA,NA,9,8,NA,NA,8
"37068","M13031002377023",NA,NA,NA,NA,4,4,NA,NA,13
"37069","M13031002490022",NA,NA,NA,NA,4,4,NA,NA,6
"37070","M13031002620024",NA,NA,NA,NA,7,6,NA,NA,10
"37071","M13031002876021",NA,NA,NA,NA,3,3,NA,NA,NA
"37072","M13031002876024",NA,NA,NA,NA,6,6,NA,NA,7
"37073","M13041001535021",NA,NA,NA,NA,3,3,NA,NA,NA
"37074","M13041001535022",NA,NA,NA,NA,3,3,NA,NA,NA
"37075","M13041001535024",NA,NA,NA,NA,6,6,NA,NA,NA
"37076","M13051001536021",NA,NA,NA,NA,7,7,NA,NA,NA
"37077","M13051001536023",NA,NA,NA,NA,6,6,NA,NA,4
"37078","M13051001536024",NA,NA,NA,NA,4,4,NA,NA,NA
"37079","M13061001537021",NA,NA,NA,NA,3,4,NA,NA,NA
"37080","M13061001537022",NA,NA,NA,NA,5,5,NA,NA,NA
"37081","M13061001537023",NA,NA,NA,NA,4,4,NA,NA,NA
"37082","M13061001537024",NA,NA,NA,NA,5,5,NA,NA,NA
"37083","M13071001538021",NA,NA,NA,NA,4,3,NA,NA,NA
"37084","M13071001538022",NA,NA,NA,NA,5,5,NA,NA,1
"37085","M13071001538023",NA,NA,NA,NA,6,6,NA,NA,1
"37086","M13071001538024",NA,NA,NA,NA,3,3,NA,NA,NA
"37087","M13081001539021",NA,NA,NA,NA,7,7,NA,NA,NA
"37088","M13081001539022",NA,NA,NA,NA,6,6,NA,NA,6
"37089","M13081001539023",NA,NA,NA,NA,5,5,NA,NA,NA
"37090","M13091001540021",NA,NA,NA,NA,6,6,NA,NA,NA
"37091","M13091001540023",NA,NA,NA,NA,3,3,NA,NA,NA
"37092","M13101001541021",NA,NA,NA,NA,3,3,NA,NA,1
"37093","M13111001542021",NA,NA,NA,NA,7,7,NA,NA,15
"37094","M13111001542022",NA,NA,NA,NA,8,8,NA,NA,8
"37095","M13111001542023",NA,NA,NA,NA,6,6,NA,NA,1
"37096","M13111001542024",NA,NA,NA,NA,7,7,NA,NA,NA
"37097","M14010500475023",NA,NA,NA,NA,5,4,NA,NA,16
"37098","M14010500475024",NA,NA,NA,NA,3,3,NA,NA,NA
"37099","M14010501543021",NA,NA,NA,NA,7,6,NA,NA,2
"37100","M14010501543022",NA,NA,NA,NA,7,7,NA,NA,7
"37101","M14010501543023",NA,NA,NA,NA,8,8,NA,NA,26
"37102","M14020500476021",NA,NA,NA,NA,7,7,NA,NA,2
"37103","M14020500476024",NA,NA,NA,NA,5,6,NA,NA,1
"37104","M14020501544021",NA,NA,NA,NA,5,4,NA,NA,4
"37105","M14020501544022",NA,NA,NA,NA,4,3,NA,NA,5
"37106","M14020501544024",NA,NA,NA,NA,5,3,NA,NA,4
"37107","M14030500477021",NA,NA,NA,NA,9,8,NA,NA,3
"37108","M14030500477022",NA,NA,NA,NA,9,8,NA,NA,23
"37109","M14030500477024",NA,NA,NA,NA,8,8,NA,NA,7
"37110","M14030501545021",NA,NA,NA,NA,7,7,NA,NA,4
"37111","M14030501545022",NA,NA,NA,NA,5,5,NA,NA,3
"37112","M14040500874022",NA,NA,NA,NA,5,5,NA,NA,27
"37113","M14040500874024",NA,NA,NA,NA,8,7,NA,NA,59
"37114","M14040500875021",NA,NA,NA,NA,10,10,NA,NA,84
"37115","M14040500875023",NA,NA,NA,NA,14,11,NA,NA,33
"37116","M14040500876021",NA,NA,NA,NA,10,10,NA,NA,42
"37117","M14040500876022",NA,NA,NA,NA,7,7,NA,NA,13
"37118","M14040501546021",NA,NA,NA,NA,7,7,NA,NA,1
"37119","M14040501546023",NA,NA,NA,NA,9,9,NA,NA,35
"37120","M14040501546024",NA,NA,NA,NA,6,7,NA,NA,89
"37121","M14050501547022",NA,NA,NA,NA,9,9,NA,NA,22
"37122","M14060501548021",NA,NA,NA,NA,5,5,NA,NA,147
"37123","M14060501548022",NA,NA,NA,NA,7,6,NA,NA,186
"37124","M14060501548024",NA,NA,NA,NA,7,7,NA,NA,108
"37125","M14070501549022",NA,NA,NA,NA,7,8,NA,NA,134
"37126","M14070501549023",NA,NA,NA,NA,6,6,NA,NA,72
"37127","M14070501549024",NA,NA,NA,NA,5,6,NA,NA,75
"37128","M14080501550023",NA,NA,NA,NA,9,8,NA,NA,70
"37129","M14090501551023",NA,NA,NA,NA,9,7,NA,NA,72
"37130","M14090501551024",NA,NA,NA,NA,10,8,NA,NA,69
"37131","M14100501552021",NA,NA,NA,NA,6,5,NA,NA,39
"37132","M14100501552023",NA,NA,NA,NA,8,5,NA,NA,24
"37133","M14110501553023",NA,NA,NA,NA,6,6,NA,NA,29
"37134","M14110501553024",NA,NA,NA,NA,8,8,NA,NA,61
"37135","M14120501554021",NA,NA,NA,NA,7,7,NA,NA,94
"37136","M14120501554022",NA,NA,NA,NA,7,7,NA,NA,20
"37137","M14120501554023",NA,NA,NA,NA,5,4,NA,NA,19
"37138","M14120501554024",NA,NA,NA,NA,8,6,NA,NA,56
"37139","M15010500037023",NA,NA,NA,NA,4,4,NA,NA,56
"37140","M15010500037024",NA,NA,NA,NA,4,4,NA,NA,72
"37141","M15010500038022",NA,NA,NA,NA,4,4,NA,NA,66
"37142","M15010500038023",NA,NA,NA,NA,4,4,NA,NA,50
"37143","M15010500482021",NA,NA,NA,NA,1,1,NA,NA,NA
"37144","M15010500482022",NA,NA,NA,NA,4,4,NA,NA,26
"37145","M15010500482023",NA,NA,NA,NA,5,6,NA,NA,46
"37146","M15010500482024",NA,NA,NA,NA,4,5,NA,NA,124
"37147","M15010501857021",NA,NA,NA,NA,3,3,NA,NA,60
"37148","M15010501857022",NA,NA,NA,NA,3,3,NA,NA,74
"37149","M15010501857023",NA,NA,NA,NA,6,5,NA,NA,44
"37150","M15010501857024",NA,NA,NA,NA,5,5,NA,NA,128
"37151","M15010502109021",NA,NA,NA,NA,6,6,NA,NA,66
"37152","M15010502109024",NA,NA,NA,NA,6,7,NA,NA,42
"37153","M15010502194023",NA,NA,NA,NA,3,4,NA,NA,60
"37154","M15010502194024",NA,NA,NA,NA,5,5,NA,NA,90
"37155","M15010502381021",NA,NA,NA,NA,5,6,NA,NA,96
"37156","M15010502381022",NA,NA,NA,NA,4,3,NA,NA,50
"37157","M15010502381024",NA,NA,NA,NA,3,3,NA,NA,64
"37158","M15010502479022",NA,NA,NA,NA,6,6,NA,NA,94
"37159","M15010502479023",NA,NA,NA,NA,5,6,NA,NA,46
"37160","M15010502479024",NA,NA,NA,NA,5,6,NA,NA,28
"37161","M15020500483022",NA,NA,NA,NA,5,6,NA,NA,27
"37162","M15020500483023",NA,NA,NA,NA,4,5,NA,NA,36
"37163","M15020500483024",NA,NA,NA,NA,3,4,NA,NA,4
"37164","M15030500484021",NA,NA,NA,NA,1,1,NA,NA,NA
"37165","M15040500485021",NA,NA,NA,NA,2,2,NA,NA,NA
"37166","M15040500485023",NA,NA,NA,NA,2,2,NA,NA,2
"37167","M15050500486022",NA,NA,NA,NA,2,2,NA,NA,1
"37168","M16010500488021",NA,NA,NA,NA,4,4,NA,NA,1
"37169","M16010500488022",NA,NA,NA,NA,4,4,NA,NA,NA
"37170","M16010500488024",NA,NA,NA,NA,3,3,NA,NA,NA
"37171","M16010502382021",NA,NA,NA,NA,2,2,NA,NA,NA
"37172","M16010502382022",NA,NA,NA,NA,3,3,NA,NA,NA
"37173","M16010502382023",NA,NA,NA,NA,2,2,NA,NA,NA
"37174","M16010502382024",NA,NA,NA,NA,3,2,NA,NA,NA
"37175","M16010502480021",NA,NA,NA,NA,5,3,NA,NA,NA
"37176","M16010502480023",NA,NA,NA,NA,5,6,NA,NA,1
"37177","M16010502480024",NA,NA,NA,NA,3,4,NA,NA,NA
"37178","M16020500489021",NA,NA,NA,NA,3,3,NA,NA,NA
"37179","M16020500489023",NA,NA,NA,NA,2,2,NA,NA,NA
"37180","M16020500489024",NA,NA,NA,NA,5,5,NA,NA,NA
"37181","M16031000490021",NA,NA,NA,NA,4,3,NA,NA,NA
"37182","M16031000490023",NA,NA,NA,NA,3,2,NA,NA,NA
"37183","M16031000490024",NA,NA,NA,NA,4,3,NA,NA,NA
"37184","M16031001858021",NA,NA,NA,NA,3,2,NA,NA,NA
"37185","M16031001858022",NA,NA,NA,NA,7,4,NA,NA,NA
"37186","M16031001858023",NA,NA,NA,NA,4,4,NA,NA,NA
"37187","M16031001858024",NA,NA,NA,NA,5,5,NA,NA,NA
"37188","M16040500039021",NA,NA,NA,NA,4,4,NA,NA,NA
"37189","M16040500039023",NA,NA,NA,NA,4,4,NA,NA,NA
"37190","M16040500039024",NA,NA,NA,NA,3,2,NA,NA,NA
"37191","M16040500040021",NA,NA,NA,NA,3,3,NA,NA,2
"37192","M16040500040022",NA,NA,NA,NA,4,4,NA,NA,NA
"37193","M16040500040023",NA,NA,NA,NA,1,2,NA,NA,NA
"37194","M16040500491021",NA,NA,NA,NA,2,2,NA,NA,NA
"37195","M16040500491022",NA,NA,NA,NA,3,3,NA,NA,NA
"37196","M16040500491024",NA,NA,NA,NA,3,3,NA,NA,NA
"37197","M16040501859021",NA,NA,NA,NA,2,2,NA,NA,NA
"37198","M16040501859022",NA,NA,NA,NA,2,2,NA,NA,NA
"37199","M16040501859023",NA,NA,NA,NA,2,2,NA,NA,NA
"37200","M16040501859024",NA,NA,NA,NA,2,2,NA,NA,NA
"37201","M16040502110021",NA,NA,NA,NA,3,2,NA,NA,NA
"37202","M16040502110022",NA,NA,NA,NA,3,2,NA,NA,NA
"37203","M16040502110023",NA,NA,NA,NA,2,2,NA,NA,NA
"37204","M16040502110024",NA,NA,NA,NA,5,4,NA,NA,NA
"37205","M16040502195021",NA,NA,NA,NA,7,6,NA,NA,4
"37206","M16040502195023",NA,NA,NA,NA,4,4,NA,NA,NA
"37207","M16040502195024",NA,NA,NA,NA,4,4,NA,NA,NA
"37208","M16040502383021",NA,NA,NA,NA,2,2,NA,NA,NA
"37209","M16040502383022",NA,NA,NA,NA,3,4,NA,NA,NA
"37210","M16040502383023",NA,NA,NA,NA,6,6,NA,NA,2
"37211","M16040502383024",NA,NA,NA,NA,4,3,NA,NA,NA
"37212","M16040502478021",NA,NA,NA,NA,2,2,NA,NA,NA
"37213","M16040502478022",NA,NA,NA,NA,4,4,NA,NA,NA
"37214","M16040502478023",NA,NA,NA,NA,4,4,NA,NA,NA
"37215","M16040502761021",NA,NA,NA,NA,3,2,NA,NA,NA
"37216","M16040502761022",NA,NA,NA,NA,2,2,NA,NA,NA
"37217","M16040502761023",NA,NA,NA,NA,2,2,NA,NA,20
"37218","M16040502761024",NA,NA,NA,NA,2,2,NA,NA,10
"37219","M16050500041021",NA,NA,NA,NA,6,5,NA,NA,NA
"37220","M16050500041022",NA,NA,NA,NA,3,3,NA,NA,NA
"37221","M16050500041024",NA,NA,NA,NA,1,1,NA,NA,NA
"37222","M16050500492021",NA,NA,NA,NA,2,2,NA,NA,NA
"37223","M16050500492022",NA,NA,NA,NA,1,1,NA,NA,NA
"37224","M16050500492023",NA,NA,NA,NA,5,5,NA,NA,NA
"37225","M16050500492024",NA,NA,NA,NA,2,2,NA,NA,NA
"37226","M16060500877021",NA,NA,NA,NA,3,2,NA,NA,NA
"37227","M16060500877022",NA,NA,NA,NA,5,4,NA,NA,NA
"37228","M16060500877023",NA,NA,NA,NA,2,2,NA,NA,NA
"37229","M16060500877024",NA,NA,NA,NA,2,2,NA,NA,NA
"37230","M16070500042021",NA,NA,NA,NA,3,2,NA,NA,NA
"37231","M16070500042022",NA,NA,NA,NA,2,2,NA,NA,1
"37232","M16070500042023",NA,NA,NA,NA,2,2,NA,NA,NA
"37233","M16070500042024",NA,NA,NA,NA,3,3,NA,NA,NA
"37234","M16070500043021",NA,NA,NA,NA,3,2,NA,NA,NA
"37235","M16070500043022",NA,NA,NA,NA,3,3,NA,NA,1
"37236","M16070500043023",NA,NA,NA,NA,3,3,NA,NA,NA
"37237","M16070500043024",NA,NA,NA,NA,5,4,NA,NA,NA
"37238","M16070500044021",NA,NA,NA,NA,3,3,NA,NA,1
"37239","M16070500044022",NA,NA,NA,NA,2,2,NA,NA,NA
"37240","M16070500044023",NA,NA,NA,NA,3,2,NA,NA,NA
"37241","M16070500878021",NA,NA,NA,NA,2,2,NA,NA,NA
"37242","M16070500878022",NA,NA,NA,NA,7,6,NA,NA,NA
"37243","M16070500878023",NA,NA,NA,NA,2,2,NA,NA,NA
"37244","M16070500878024",NA,NA,NA,NA,1,1,NA,NA,NA
"37245","M16070501860021",NA,NA,NA,NA,3,2,NA,NA,NA
"37246","M16070501860022",NA,NA,NA,NA,7,6,NA,NA,NA
"37247","M16070501860023",NA,NA,NA,NA,2,2,NA,NA,NA
"37248","M16070501860024",NA,NA,NA,NA,5,5,NA,NA,1
"37249","M16070502111021",NA,NA,NA,NA,4,2,NA,NA,1
"37250","M16070502111022",NA,NA,NA,NA,5,4,NA,NA,NA
"37251","M16070502111024",NA,NA,NA,NA,3,3,NA,NA,NA
"37252","M16070502196021",NA,NA,NA,NA,6,6,NA,NA,NA
"37253","M16070502196022",NA,NA,NA,NA,3,2,NA,NA,NA
"37254","M16070502196023",NA,NA,NA,NA,2,2,NA,NA,NA
"37255","M16070502196024",NA,NA,NA,NA,3,2,NA,NA,NA
"37256","M16070502385021",NA,NA,NA,NA,3,3,NA,NA,3
"37257","M16070502385023",NA,NA,NA,NA,3,3,NA,NA,NA
"37258","M16070502385024",NA,NA,NA,NA,6,6,NA,NA,NA
"37259","M16070502472022",NA,NA,NA,NA,5,4,NA,NA,2
"37260","M16070502472023",NA,NA,NA,NA,1,1,NA,NA,NA
"37261","M16070502764021",NA,NA,NA,NA,2,2,NA,NA,NA
"37262","M16070502764022",NA,NA,NA,NA,3,3,NA,NA,1
"37263","M16070502764023",NA,NA,NA,NA,2,2,NA,NA,NA
"37264","M16080500045022",NA,NA,NA,NA,2,2,NA,NA,NA
"37265","M16080500879021",NA,NA,NA,NA,1,1,NA,NA,NA
"37266","M16080500879022",NA,NA,NA,NA,2,2,NA,NA,NA
"37267","M16080500879023",NA,NA,NA,NA,3,3,NA,NA,NA
"37268","M16090500046021",NA,NA,NA,NA,2,2,NA,NA,NA
"37269","M16090500046022",NA,NA,NA,NA,5,5,NA,NA,NA
"37270","M16090500046023",NA,NA,NA,NA,3,3,NA,NA,NA
"37271","M16090500046024",NA,NA,NA,NA,3,3,NA,NA,NA
"37272","M16090500880021",NA,NA,NA,NA,1,1,NA,NA,NA
"37273","M16090500880022",NA,NA,NA,NA,2,2,NA,NA,8
"37274","M16090500880023",NA,NA,NA,NA,1,1,NA,NA,NA
"37275","M16090500880024",NA,NA,NA,NA,1,1,NA,NA,NA
"37276","M16100500047021",NA,NA,NA,NA,1,1,NA,NA,NA
"37277","M16100500047022",NA,NA,NA,NA,2,2,NA,NA,NA
"37278","M16100500047023",NA,NA,NA,NA,1,1,NA,NA,NA
"37279","M16100500048022",NA,NA,NA,NA,7,5,NA,NA,3
"37280","M16100500048023",NA,NA,NA,NA,3,3,NA,NA,1
"37281","M16100500048024",NA,NA,NA,NA,4,4,NA,NA,5
"37282","M16100500049021",NA,NA,NA,NA,1,2,NA,NA,NA
"37283","M16100500049022",NA,NA,NA,NA,2,2,NA,NA,NA
"37284","M16100500049023",NA,NA,NA,NA,2,2,NA,NA,1
"37285","M16100500881022",NA,NA,NA,NA,3,3,NA,NA,6
"37286","M16100500881023",NA,NA,NA,NA,1,1,NA,NA,1
"37287","M16100500881024",NA,NA,NA,NA,1,1,NA,NA,NA
"37288","M16100501861022",NA,NA,NA,NA,3,2,NA,NA,1
"37289","M16100501861023",NA,NA,NA,NA,2,1,NA,NA,NA
"37290","M16100501861024",NA,NA,NA,NA,1,1,NA,NA,NA
"37291","M16100502112021",NA,NA,NA,NA,3,3,NA,NA,NA
"37292","M16100502112024",NA,NA,NA,NA,2,2,NA,NA,NA
"37293","M16100502197022",NA,NA,NA,NA,5,3,NA,NA,NA
"37294","M16100502197023",NA,NA,NA,NA,1,2,NA,NA,NA
"37295","M16100502197024",NA,NA,NA,NA,1,1,NA,NA,NA
"37296","M16100502402021",NA,NA,NA,NA,1,2,NA,NA,NA
"37297","M16100502402022",NA,NA,NA,NA,2,2,NA,NA,NA
"37298","M16100502402023",NA,NA,NA,NA,3,3,NA,NA,NA
"37299","M16100502402024",NA,NA,NA,NA,2,1,NA,NA,NA
"37300","M16100502473022",NA,NA,NA,NA,4,3,NA,NA,NA
"37301","M16100502473023",NA,NA,NA,NA,4,4,NA,NA,NA
"37302","M16100502473024",NA,NA,NA,NA,3,3,NA,NA,NA
"37303","M16100502775023",NA,NA,NA,NA,2,2,NA,NA,1
"37304","M16100502775024",NA,NA,NA,NA,1,1,NA,NA,NA
"37305","M16110500050021",NA,NA,NA,NA,6,5,NA,NA,7
"37306","M16110500050022",NA,NA,NA,NA,7,6,NA,NA,6
"37307","M16110500050023",NA,NA,NA,NA,8,6,NA,NA,2
"37308","M16110500050024",NA,NA,NA,NA,3,3,NA,NA,2
"37309","M16110500052022",NA,NA,NA,NA,7,5,NA,NA,3
"37310","M16110500052023",NA,NA,NA,NA,5,4,NA,NA,NA
"37311","M16110500052024",NA,NA,NA,NA,4,3,NA,NA,NA
"37312","M16110500053022",NA,NA,NA,NA,5,5,NA,NA,6
"37313","M16110500053024",NA,NA,NA,NA,7,7,NA,NA,8
"37314","M16110500882021",NA,NA,NA,NA,3,2,NA,NA,12
"37315","M16110500882022",NA,NA,NA,NA,6,5,NA,NA,6
"37316","M16110500882023",NA,NA,NA,NA,5,4,NA,NA,4
"37317","M16110500882024",NA,NA,NA,NA,3,3,NA,NA,1
"37318","M16110501862022",NA,NA,NA,NA,5,4,NA,NA,3
"37319","M16110501862023",NA,NA,NA,NA,4,5,NA,NA,5
"37320","M16110501862024",NA,NA,NA,NA,6,6,NA,NA,1
"37321","M16110502113021",NA,NA,NA,NA,4,5,NA,NA,3
"37322","M16110502113023",NA,NA,NA,NA,3,3,NA,NA,NA
"37323","M16110502113024",NA,NA,NA,NA,3,3,NA,NA,NA
"37324","M16110502198021",NA,NA,NA,NA,4,4,NA,NA,9
"37325","M16110502198022",NA,NA,NA,NA,5,5,NA,NA,NA
"37326","M16110502198023",NA,NA,NA,NA,9,9,NA,NA,4
"37327","M16110502198024",NA,NA,NA,NA,5,5,NA,NA,NA
"37328","M16110502384021",NA,NA,NA,NA,4,4,NA,NA,2
"37329","M16110502384022",NA,NA,NA,NA,3,3,NA,NA,1
"37330","M16110502384023",NA,NA,NA,NA,2,2,NA,NA,NA
"37331","M16110502482022",NA,NA,NA,NA,6,5,NA,NA,5
"37332","M16110502482023",NA,NA,NA,NA,5,6,NA,NA,1
"37333","M16110502482024",NA,NA,NA,NA,5,6,NA,NA,NA
"37334","M16110502770021",NA,NA,NA,NA,8,8,NA,NA,2
"37335","M16110502770022",NA,NA,NA,NA,7,6,NA,NA,7
"37336","M16110502770023",NA,NA,NA,NA,6,5,NA,NA,5
"37337","M16110502770024",NA,NA,NA,NA,3,3,NA,NA,NA
"37338","M16120500054021",NA,NA,NA,NA,2,2,NA,NA,NA
"37339","M16120500054022",NA,NA,NA,NA,4,4,NA,NA,1
"37340","M16120500054023",NA,NA,NA,NA,3,3,NA,NA,NA
"37341","M16120500054024",NA,NA,NA,NA,2,2,NA,NA,NA
"37342","M16120500055021",NA,NA,NA,NA,4,4,NA,NA,NA
"37343","M16120500055022",NA,NA,NA,NA,4,4,NA,NA,NA
"37344","M16120500055023",NA,NA,NA,NA,3,3,NA,NA,NA
"37345","M16120500055024",NA,NA,NA,NA,5,5,NA,NA,NA
"37346","M16120500056021",NA,NA,NA,NA,3,3,NA,NA,NA
"37347","M16120500056022",NA,NA,NA,NA,4,4,NA,NA,NA
"37348","M16120500056023",NA,NA,NA,NA,2,2,NA,NA,NA
"37349","M16120500056024",NA,NA,NA,NA,1,1,NA,NA,NA
"37350","M16120501863021",NA,NA,NA,NA,1,1,NA,NA,NA
"37351","M16120501863022",NA,NA,NA,NA,1,1,NA,NA,NA
"37352","M16120501863023",NA,NA,NA,NA,3,3,NA,NA,NA
"37353","M16120501863024",NA,NA,NA,NA,3,3,NA,NA,NA
"37354","M16120502114021",NA,NA,NA,NA,3,3,NA,NA,NA
"37355","M16120502114023",NA,NA,NA,NA,2,2,NA,NA,NA
"37356","M16120502199021",NA,NA,NA,NA,3,3,NA,NA,NA
"37357","M16120502199022",NA,NA,NA,NA,1,1,NA,NA,NA
"37358","M16120502199023",NA,NA,NA,NA,4,4,NA,NA,NA
"37359","M16120502199024",NA,NA,NA,NA,3,3,NA,NA,NA
"37360","M16120502386021",NA,NA,NA,NA,2,2,NA,NA,NA
"37361","M16120502386023",NA,NA,NA,NA,3,3,NA,NA,NA
"37362","M16120502386024",NA,NA,NA,NA,4,4,NA,NA,1
"37363","M16120502777021",NA,NA,NA,NA,3,3,NA,NA,NA
"37364","M16120502777022",NA,NA,NA,NA,3,3,NA,NA,NA
"37365","M16131000057021",NA,NA,NA,NA,1,1,NA,NA,NA
"37366","M16131000057022",NA,NA,NA,NA,4,4,NA,NA,NA
"37367","M16131000057024",NA,NA,NA,NA,2,2,NA,NA,NA
"37368","M16131000058021",NA,NA,NA,NA,3,3,NA,NA,NA
"37369","M16131000058022",NA,NA,NA,NA,3,3,NA,NA,NA
"37370","M16131000058023",NA,NA,NA,NA,3,3,NA,NA,NA
"37371","M16131000058024",NA,NA,NA,NA,3,3,NA,NA,NA
"37372","M16131000059021",NA,NA,NA,NA,2,1,NA,NA,NA
"37373","M16131000059022",NA,NA,NA,NA,1,1,NA,NA,NA
"37374","M16131000059023",NA,NA,NA,NA,4,3,NA,NA,NA
"37375","M16131001864021",NA,NA,NA,NA,1,1,NA,NA,NA
"37376","M16131001864022",NA,NA,NA,NA,1,1,NA,NA,NA
"37377","M16131001864023",NA,NA,NA,NA,1,1,NA,NA,NA
"37378","M16131002115024",NA,NA,NA,NA,4,5,NA,NA,NA
"37379","M16131002200023",NA,NA,NA,NA,1,1,NA,NA,NA
"37380","M16131002200024",NA,NA,NA,NA,2,2,NA,NA,NA
"37381","M16131002387021",NA,NA,NA,NA,3,3,NA,NA,NA
"37382","M16131002387023",NA,NA,NA,NA,3,4,NA,NA,NA
"37383","M16131002387024",NA,NA,NA,NA,1,2,NA,NA,NA
"37384","M16131002769024",NA,NA,NA,NA,1,1,NA,NA,NA
"37385","M16140500060021",NA,NA,NA,NA,4,4,NA,NA,NA
"37386","M16140500060022",NA,NA,NA,NA,3,3,NA,NA,NA
"37387","M16140500060023",NA,NA,NA,NA,3,2,NA,NA,NA
"37388","M16140500060024",NA,NA,NA,NA,4,3,NA,NA,NA
"37389","M16140500061021",NA,NA,NA,NA,6,6,NA,NA,NA
"37390","M16140500061022",NA,NA,NA,NA,4,3,NA,NA,NA
"37391","M16140500061023",NA,NA,NA,NA,7,6,NA,NA,NA
"37392","M16140500061024",NA,NA,NA,NA,4,4,NA,NA,NA
"37393","M16140501865021",NA,NA,NA,NA,4,4,NA,NA,NA
"37394","M16140501865022",NA,NA,NA,NA,3,3,NA,NA,NA
"37395","M16140501865023",NA,NA,NA,NA,3,3,NA,NA,NA
"37396","M16140501865024",NA,NA,NA,NA,3,4,NA,NA,NA
"37397","M16140502116021",NA,NA,NA,NA,2,2,NA,NA,NA
"37398","M16140502116022",NA,NA,NA,NA,2,2,NA,NA,NA
"37399","M16140502201022",NA,NA,NA,NA,5,5,NA,NA,NA
"37400","M16140502201023",NA,NA,NA,NA,3,4,NA,NA,NA
"37401","M16140502201024",NA,NA,NA,NA,4,4,NA,NA,NA
"37402","M16140502388021",NA,NA,NA,NA,4,4,NA,NA,NA
"37403","M16140502388022",NA,NA,NA,NA,4,4,NA,NA,NA
